"gender","type","year","y","wr"
"men","50m butterfly SCM",2018,2.29885057471264,2.34521575984991
"men","50m butterfly SCM",2019,2.26654578422484,2.34521575984991
"men","50m butterfly SCM",2020,2.29568411386593,2.34521575984991
"men","50m butterfly SCM",2021,2.29885057471264,2.34521575984991
"men","50m butterfly SCM",2022,2.29568411386593,2.34521575984991
"men","50m butterfly SCM",2023,2.31910946196661,2.34521575984991
"men","50m butterfly SCM",2024,2.345216,2.34521575984991
"men","50m freestyle LCM",2000,2.31053604436229,2.39120038259206
"men","50m freestyle LCM",2001,2.26757369614512,2.39120038259206
"men","50m freestyle LCM",2002,2.26963231956423,2.39120038259206
"men","50m freestyle LCM",2003,2.28102189781022,2.39120038259206
"men","50m freestyle LCM",2004,2.27998176014592,2.39120038259206
"men","50m freestyle LCM",2005,2.30520977408944,2.39120038259206
"men","50m freestyle LCM",2006,2.28937728937729,2.39120038259206
"men","50m freestyle LCM",2007,2.28937728937729,2.39120038259206
"men","50m freestyle LCM",2008,2.34962406015038,2.39120038259206
"men","50m freestyle LCM",2009,2.39120038259206,2.39120038259206
"men","50m freestyle LCM",2010,2.34082397003745,2.39120038259206
"men","50m freestyle LCM",2011,2.32342007434944,2.39120038259206
"men","50m freestyle LCM",2012,2.34301780693533,2.39120038259206
"men","50m freestyle LCM",2013,2.34521575984991,2.39120038259206
"men","50m freestyle LCM",2014,2.34521575984991,2.39120038259206
"men","50m freestyle LCM",2015,2.35960358659745,2.39120038259206
"men","50m freestyle LCM",2016,2.34521575984991,2.39120038259206
"men","50m freestyle LCM",2017,2.36406619385343,2.39120038259206
"men","50m freestyle LCM",2018,2.36854571293226,2.39120038259206
"men","50m freestyle LCM",2019,2.37642585551331,2.39120038259206
"men","50m freestyle LCM",2020,2.32450023245002,2.39120038259206
"men","50m freestyle LCM",2021,2.37642585551331,2.39120038259206
"men","50m freestyle LCM",2022,2.34852043212776,2.39120038259206
"men","50m freestyle LCM",2023,2.37416904083571,2.39120038259206
"men","50m freestyle LCM",2024,2.36630383341221,2.39120038259206
"men","50m freestyle SCM",2000,2.35737859500236,2.51256281407035
"men","50m freestyle SCM",2001,2.36630383341221,2.51256281407035
"men","50m freestyle SCM",2002,2.34082397003745,2.51256281407035
"men","50m freestyle SCM",2003,2.36071765816808,2.51256281407035
"men","50m freestyle SCM",2004,2.3696682464455,2.51256281407035
"men","50m freestyle SCM",2005,2.35737859500236,2.51256281407035
"men","50m freestyle SCM",2006,2.38322211630124,2.51256281407035
"men","50m freestyle SCM",2007,2.38891543239369,2.51256281407035
"men","50m freestyle SCM",2008,2.44140625,2.51256281407035
"men","50m freestyle SCM",2009,2.46305418719212,2.51256281407035
"men","50m freestyle SCM",2010,2.43783520234032,2.51256281407035
"men","50m freestyle SCM",2011,2.39463601532567,2.51256281407035
"men","50m freestyle SCM",2012,2.4330900243309,2.51256281407035
"men","50m freestyle SCM",2013,2.42836328314716,2.51256281407035
"men","50m freestyle SCM",2014,2.46791707798618,2.51256281407035
"men","50m freestyle SCM",2015,2.41429261226461,2.51256281407035
"men","50m freestyle SCM",2016,2.41196333815726,2.51256281407035
"men","50m freestyle SCM",2017,2.46184145741014,2.51256281407035
"men","50m freestyle SCM",2018,2.45941957697983,2.51256281407035
"men","50m freestyle SCM",2019,2.4703557312253,2.51256281407035
"men","50m freestyle SCM",2020,2.48015873015873,2.51256281407035
"men","50m freestyle SCM",2021,2.45098039215686,2.51256281407035
"men","50m freestyle SCM",2022,2.46184145741014,2.51256281407035
"men","50m freestyle SCM",2023,2.47770069375619,2.51256281407035
"men","50m freestyle SCM",2024,2.51256281407035,2.51256281407035
"men","800 metres",2001,7.80716307211867,7.92785650579725
"men","800 metres",2002,7.81860828772479,7.92785650579725
"men","800 metres",2003,7.80335544284042,7.92785650579725
"men","800 metres",2004,7.76246846497186,7.92785650579725
"men","800 metres",2005,7.7145612343298,7.92785650579725
"men","800 metres",2006,7.76020952565719,7.92785650579725
"men","800 metres",2007,7.71158665895508,7.92785650579725
"men","800 metres",2008,7.79043723829,7.92785650579725
"men","800 metres",2009,7.84236839525537,7.92785650579725
"men","800 metres",2010,7.92000792000792,7.92785650579725
"men","800 metres",2011,7.89499654593901,7.92785650579725
"men","800 metres",2012,7.92785650579725,7.92785650579725
"men","800 metres",2013,7.81478948910814,7.92785650579725
"men","800 metres",2014,7.80868716447047,7.92785650579725
"men","800 metres",2015,7.80411667154424,7.92785650579725
"men","800 metres",2016,7.83162016642193,7.92785650579725
"men","800 metres",2017,7.75945683802134,7.92785650579725
"men","800 metres",2018,7.83929446349829,7.92785650579725
"men","800 metres",2019,7.85160467170478,7.92785650579725
"men","800 metres",2020,7.75569558894813,7.92785650579725
"men","800 metres",2021,7.77378291711204,7.92785650579725
"men","800 metres",2022,7.74743366259926,7.92785650579725
"men","800 metres",2023,7.78210116731517,7.92785650579725
"men","800 metres",2024,7.91217485906439,7.92785650579725
"men","800m freestyle LCM",2000,1.69584940857252,1.76944174113067
"men","800m freestyle LCM",2001,1.74231204808781,1.76944174113067
"men","800m freestyle LCM",2002,1.7212444597444,1.76944174113067
"men","800m freestyle LCM",2003,1.72480703721271,1.76944174113067
"men","800m freestyle LCM",2004,1.69617300964698,1.76944174113067
"men","800m freestyle LCM",2005,1.74424942766816,1.76944174113067
"men","800m freestyle LCM",2006,1.6815907848825,1.76944174113067
"men","800m freestyle LCM",2007,1.70973050372935,1.76944174113067
"men","800m freestyle LCM",2008,1.71265868853161,1.76944174113067
"men","800m freestyle LCM",2009,1.76944174113067,1.76944174113067
"men","800m freestyle LCM",2010,1.71265868853161,1.76944174113067
"men","800m freestyle LCM",2011,1.74455372135116,1.76944174113067
"men","800m freestyle LCM",2012,1.71876678483188,1.76944174113067
"men","800m freestyle LCM",2013,1.73400381480839,1.76944174113067
"men","800m freestyle LCM",2014,1.72883260578295,1.76944174113067
"men","800m freestyle LCM",2015,1.73928167666754,1.76944174113067
"men","800m freestyle LCM",2016,1.73036575606169,1.76944174113067
"men","800m freestyle LCM",2017,1.73622414653732,1.76944174113067
"men","800m freestyle LCM",2018,1.72801105927078,1.76944174113067
"men","800m freestyle LCM",2019,1.74189474600997,1.76944174113067
"men","800m freestyle LCM",2020,1.73829907435574,1.76944174113067
"men","800m freestyle LCM",2021,1.73430454387791,1.76944174113067
"men","800m freestyle LCM",2022,1.7415534656914,1.76944174113067
"men","800m freestyle LCM",2023,1.75054704595186,1.76944174113067
"men","800m freestyle LCM",2024,1.74600056745018,1.76944174113067
"men","800m freestyle SCM",2000,1.72376642964878,1.8162829768878
"men","800m freestyle SCM",2001,1.79662234998203,1.8162829768878
"men","800m freestyle SCM",2002,1.72935581495893,1.8162829768878
"men","800m freestyle SCM",2003,1.6998852577451,1.8162829768878
"men","800m freestyle SCM",2004,1.7080877957127,1.8162829768878
"men","800m freestyle SCM",2005,1.71475114673983,1.8162829768878
"men","800m freestyle SCM",2006,1.74775522688048,1.8162829768878
"men","800m freestyle SCM",2007,1.7324266966954,1.8162829768878
"men","800m freestyle SCM",2008,1.80415858553967,1.8162829768878
"men","800m freestyle SCM",2009,1.76234744679914,1.8162829768878
"men","800m freestyle SCM",2010,1.74310927116244,1.8162829768878
"men","800m freestyle SCM",2011,1.75346308960196,1.8162829768878
"men","800m freestyle SCM",2012,1.78106284925529,1.8162829768878
"men","800m freestyle SCM",2013,1.76215335139541,1.8162829768878
"men","800m freestyle SCM",2014,1.75967270087764,1.8162829768878
"men","800m freestyle SCM",2015,1.77253894046485,1.8162829768878
"men","800m freestyle SCM",2016,1.75504025623588,1.8162829768878
"men","800m freestyle SCM",2017,1.75600333640634,1.8162829768878
"men","800m freestyle SCM",2018,1.77655392951522,1.8162829768878
"men","800m freestyle SCM",2019,1.78019092547676,1.8162829768878
"men","800m freestyle SCM",2020,1.79480851636641,1.8162829768878
"men","800m freestyle SCM",2021,1.78595347591195,1.8162829768878
"men","800m freestyle SCM",2022,1.77781728482855,1.8162829768878
"men","800m freestyle SCM",2023,1.8162829768878,1.8162829768878
"men","800m freestyle SCM",2024,1.77556818181818,1.8162829768878
"men","high jump",2001,2.37,2.45
"men","high jump",2002,2.37,2.45
"men","high jump",2003,2.36,2.45
"men","high jump",2004,2.37,2.45
"men","high jump",2005,2.4,2.45
"men","high jump",2006,2.37,2.45
"men","high jump",2007,2.39,2.45
"men","high jump",2008,2.38,2.45
"men","high jump",2009,2.4,2.45
"men","high jump",2010,2.38,2.45
"men","high jump",2011,2.38,2.45
"men","high jump",2012,2.39,2.45
"men","high jump",2013,2.41,2.45
"men","high jump",2014,2.43,2.45
"men","high jump",2015,2.41,2.45
"men","high jump",2016,2.4,2.45
"men","high jump",2017,2.4,2.45
"men","high jump",2018,2.4,2.45
"men","high jump",2019,2.37,2.45
"men","high jump",2020,2.33,2.45
"men","high jump",2021,2.37,2.45
"men","high jump",2022,2.37,2.45
"men","high jump",2023,2.38,2.45
"men","high jump",2024,2.37,2.45
"men","javelin throw",2001,92.8,98.48
"men","javelin throw",2002,92.61,98.48
"men","javelin throw",2003,90.11,98.48
"men","javelin throw",2004,87.73,98.48
"men","javelin throw",2005,91.53,98.48
"men","javelin throw",2006,91.59,98.48
"men","javelin throw",2007,91.29,98.48
"men","javelin throw",2008,90.57,98.48
"men","javelin throw",2009,91.28,98.48
"men","javelin throw",2010,90.37,98.48
"men","javelin throw",2011,90.61,98.48
"men","javelin throw",2012,88.34,98.48
"men","javelin throw",2013,89.03,98.48
"men","javelin throw",2014,89.21,98.48
"men","javelin throw",2015,92.72,98.48
"men","javelin throw",2016,91.28,98.48
"men","javelin throw",2017,94.44,98.48
"men","javelin throw",2018,92.7,98.48
"men","javelin throw",2019,90.61,98.48
"men","javelin throw",2020,97.76,98.48
"men","javelin throw",2021,96.29,98.48
"men","javelin throw",2022,93.07,98.48
"men","javelin throw",2023,89.51,98.48
"men","javelin throw",2024,92.97,98.48
"men","long jump",2001,8.43,8.95
"men","long jump",2002,8.59,8.95
"men","long jump",2003,8.53,8.95
"men","long jump",2004,8.6,8.95
"men","long jump",2005,8.6,8.95
"men","long jump",2006,8.56,8.95
"men","long jump",2007,8.66,8.95
"men","long jump",2008,8.73,8.95
"men","long jump",2009,8.74,8.95
"men","long jump",2010,8.47,8.95
"men","long jump",2011,8.54,8.95
"men","long jump",2012,8.35,8.95
"men","long jump",2013,8.56,8.95
"men","long jump",2014,8.51,8.95
"men","long jump",2015,8.52,8.95
"men","long jump",2016,8.58,8.95
"men","long jump",2017,8.65,8.95
"men","long jump",2018,8.68,8.95
"men","long jump",2019,8.69,8.95
"men","long jump",2020,8.41,8.95
"men","long jump",2021,8.6,8.95
"men","long jump",2022,8.55,8.95
"men","long jump",2023,8.54,8.95
"men","long jump",2024,8.65,8.95
"women","100 metres",2001,9.24214417744917,9.53288846520496
"women","100 metres",2002,9.16590284142988,9.53288846520496
"women","100 metres",2003,9.20810313075506,9.53288846520496
"women","100 metres",2004,9.28505106778087,9.53288846520496
"women","100 metres",2005,9.22509225092251,9.53288846520496
"women","100 metres",2006,9.24214417744917,9.53288846520496
"women","100 metres",2007,9.18273645546373,9.53288846520496
"women","100 metres",2008,9.27643784786642,9.53288846520496
"women","100 metres",2009,9.3984962406015,9.53288846520496
"women","100 metres",2010,9.27643784786642,9.53288846520496
"women","100 metres",2011,9.34579439252336,9.53288846520496
"women","100 metres",2012,9.34579439252336,9.53288846520496
"women","100 metres",2013,9.33706816059757,9.53288846520496
"women","100 metres",2014,9.25925925925926,9.53288846520496
"women","100 metres",2015,9.31098696461825,9.53288846520496
"women","100 metres",2016,9.34579439252336,9.53288846520496
"women","100 metres",2017,9.33706816059757,9.53288846520496
"women","100 metres",2018,9.21658986175115,9.53288846520496
"women","100 metres",2019,9.33706816059757,9.53288846520496
"women","100 metres",2020,9.21658986175115,9.53288846520496
"women","100 metres",2021,9.4876660341556,9.53288846520496
"women","100 metres",2022,9.41619585687382,9.53288846520496
"women","100 metres",2023,9.38967136150235,9.53288846520496
"women","100 metres",2024,9.33706816059757,9.53288846520496
"women","10000 metres",2001,5.38851169307037,5.76654710692332
"women","10000 metres",2002,5.5521933940003,5.76654710692332
"women","10000 metres",2003,5.54268421110976,5.76654710692332
"women","10000 metres",2004,5.50312302231516,5.76654710692332
"women","10000 metres",2005,5.50760876150402,5.76654710692332
"women","10000 metres",2006,5.48946845476952,5.76654710692332
"women","10000 metres",2007,5.37556376224957,5.76654710692332
"women","10000 metres",2008,5.57208607758573,5.76654710692332
"women","10000 metres",2009,5.57475749804884,5.76654710692332
"women","10000 metres",2010,5.36331066440693,5.76654710692332
"women","10000 metres",2011,5.43966056518073,5.76654710692332
"women","10000 metres",2012,5.49224220788137,5.76654710692332
"women","10000 metres",2013,5.53078990741458,5.76654710692332
"women","10000 metres",2014,5.42811546687221,5.76654710692332
"women","10000 metres",2015,5.40634055620432,5.76654710692332
"women","10000 metres",2016,5.69006230618225,5.76654710692332
"women","10000 metres",2017,5.50563777307963,5.76654710692332
"women","10000 metres",2018,5.42932377772348,5.76654710692332
"women","10000 metres",2019,5.50170002530782,5.76654710692332
"women","10000 metres",2020,5.62850726358862,5.76654710692332
"women","10000 metres",2021,5.74372641482341,5.76654710692332
"women","10000 metres",2022,5.52504502911699,5.76654710692332
"women","10000 metres",2023,5.65057946692433,5.76654710692332
"women","10000 metres",2024,5.76654710692332,5.76654710692332
"women","100m backstroke LCM",2000,1.6608536787909,1.75039383861369
"women","100m backstroke LCM",2001,1.66168162180126,1.75039383861369
"women","100m backstroke LCM",2002,1.67448091091762,1.75039383861369
"women","100m backstroke LCM",2003,1.65755014089176,1.75039383861369
"women","100m backstroke LCM",2004,1.67560321715818,1.75039383861369
"women","100m backstroke LCM",2005,1.66666666666667,1.75039383861369
"women","100m backstroke LCM",2006,1.66666666666667,1.75039383861369
"women","100m backstroke LCM",2007,1.68236877523553,1.75039383861369
"women","100m backstroke LCM",2008,1.70154840905224,1.75039383861369
"women","100m backstroke LCM",2009,1.72057811424639,1.75039383861369
"women","100m backstroke LCM",2010,1.69664065151001,1.75039383861369
"women","100m backstroke LCM",2011,1.71144959780934,1.75039383861369
"women","100m backstroke LCM",2012,1.71732783788425,1.75039383861369
"women","100m backstroke LCM",2013,1.71262202431923,1.75039383861369
"women","100m backstroke LCM",2014,1.69952413324269,1.75039383861369
"women","100m backstroke LCM",2015,1.7164435290079,1.75039383861369
"women","100m backstroke LCM",2016,1.71086398631309,1.75039383861369
"women","100m backstroke LCM",2017,1.72117039586919,1.75039383861369
"women","100m backstroke LCM",2018,1.72413793103448,1.75039383861369
"women","100m backstroke LCM",2019,1.73701580684384,1.75039383861369
"women","100m backstroke LCM",2020,1.72622130157086,1.75039383861369
"women","100m backstroke LCM",2021,1.74064403829417,1.75039383861369
"women","100m backstroke LCM",2022,1.73460537727667,1.75039383861369
"women","100m backstroke LCM",2023,1.74428745857317,1.75039383861369
"women","100m backstroke LCM",2024,1.75039383861369,1.75039383861369
"women","100m backstroke SCM",2000,1.70473917490624,1.85116623472788
"women","100m backstroke SCM",2001,1.75192711983182,1.85116623472788
"women","100m backstroke SCM",2002,1.76335743255158,1.85116623472788
"women","100m backstroke SCM",2003,1.70010200612037,1.85116623472788
"women","100m backstroke SCM",2004,1.71086398631309,1.85116623472788
"women","100m backstroke SCM",2005,1.73731758165393,1.85116623472788
"women","100m backstroke SCM",2006,1.72801105927078,1.85116623472788
"women","100m backstroke SCM",2007,1.76959830118563,1.85116623472788
"women","100m backstroke SCM",2008,1.75839634253561,1.85116623472788
"women","100m backstroke SCM",2009,1.81061017562919,1.85116623472788
"women","100m backstroke SCM",2010,1.80245133381399,1.85116623472788
"women","100m backstroke SCM",2011,1.78667143112382,1.85116623472788
"women","100m backstroke SCM",2012,1.76553672316384,1.85116623472788
"women","100m backstroke SCM",2013,1.79340028694405,1.85116623472788
"women","100m backstroke SCM",2014,1.81719062329638,1.85116623472788
"women","100m backstroke SCM",2015,1.80440274269217,1.85116623472788
"women","100m backstroke SCM",2016,1.80050414115952,1.85116623472788
"women","100m backstroke SCM",2017,1.80115273775216,1.85116623472788
"women","100m backstroke SCM",2018,1.80277627546421,1.85116623472788
"women","100m backstroke SCM",2019,1.82182546912006,1.85116623472788
"women","100m backstroke SCM",2020,1.81686046511628,1.85116623472788
"women","100m backstroke SCM",2021,1.81159420289855,1.85116623472788
"women","100m backstroke SCM",2022,1.80635838150289,1.85116623472788
"women","100m backstroke SCM",2023,1.78954903364352,1.85116623472788
"women","100m backstroke SCM",2024,1.85116623472788,1.85116623472788
"women","100m breaststroke LCM",2000,1.49142431021626,1.55933260564478
"women","100m breaststroke LCM",2001,1.48853825543316,1.55933260564478
"women","100m breaststroke LCM",2002,1.49611011370437,1.55933260564478
"women","100m breaststroke LCM",2003,1.50670483652253,1.55933260564478
"women","100m breaststroke LCM",2004,1.50060024009604,1.55933260564478
"women","100m breaststroke LCM",2005,1.51057401812689,1.55933260564478
"women","100m breaststroke LCM",2006,1.53633430634506,1.55933260564478
"women","100m breaststroke LCM",2007,1.52160681679854,1.55933260564478
"women","100m breaststroke LCM",2008,1.53444836581249,1.55933260564478
"women","100m breaststroke LCM",2009,1.55159038013964,1.55933260564478
"women","100m breaststroke LCM",2010,1.54012012937009,1.55933260564478
"women","100m breaststroke LCM",2011,1.54059466954244,1.55933260564478
"women","100m breaststroke LCM",2012,1.53350713080816,1.55933260564478
"women","100m breaststroke LCM",2013,1.55400155400155,1.55933260564478
"women","100m breaststroke LCM",2014,1.53350713080816,1.55933260564478
"women","100m breaststroke LCM",2015,1.52765047357165,1.55933260564478
"women","100m breaststroke LCM",2016,1.54012012937009,1.55933260564478
"women","100m breaststroke LCM",2017,1.55933260564478,1.55933260564478
"women","100m breaststroke LCM",2018,1.5389350569406,1.55933260564478
"women","100m breaststroke LCM",2019,1.54012012937009,1.55933260564478
"women","100m breaststroke LCM",2020,1.52114390021296,1.55933260564478
"women","100m breaststroke LCM",2021,1.5451174289246,1.55933260564478
"women","100m breaststroke LCM",2022,1.53397760392698,1.55933260564478
"women","100m breaststroke LCM",2023,1.54750851129681,1.55933260564478
"women","100m breaststroke LCM",2024,1.55303618574313,1.55933260564478
"women","100m breaststroke SCM",2000,1.51103052281656,1.60359204618345
"women","100m breaststroke SCM",2001,1.52021891152326,1.60359204618345
"women","100m breaststroke SCM",2002,1.52951973080453,1.60359204618345
"women","100m breaststroke SCM",2003,1.53633430634506,1.60359204618345
"women","100m breaststroke SCM",2004,1.54344806297268,1.60359204618345
"women","100m breaststroke SCM",2005,1.54225786551511,1.60359204618345
"women","100m breaststroke SCM",2006,1.55957579538366,1.60359204618345
"women","100m breaststroke SCM",2007,1.55351871990057,1.60359204618345
"women","100m breaststroke SCM",2008,1.56936597614564,1.60359204618345
"women","100m breaststroke SCM",2009,1.59489633173844,1.60359204618345
"women","100m breaststroke SCM",2010,1.56298843388559,1.60359204618345
"women","100m breaststroke SCM",2011,1.57903047528817,1.60359204618345
"women","100m breaststroke SCM",2012,1.57430730478589,1.60359204618345
"women","100m breaststroke SCM",2013,1.60359204618345,1.60359204618345
"women","100m breaststroke SCM",2014,1.60359204618345,1.60359204618345
"women","100m breaststroke SCM",2015,1.58252888115208,1.60359204618345
"women","100m breaststroke SCM",2016,1.60359204618345,1.60359204618345
"women","100m breaststroke SCM",2017,1.5956598053295,1.60359204618345
"women","100m breaststroke SCM",2018,1.5938795027096,1.60359204618345
"women","100m breaststroke SCM",2019,1.58730158730159,1.60359204618345
"women","100m breaststroke SCM",2020,1.6,1.60359204618345
"women","100m breaststroke SCM",2021,1.5785319652723,1.60359204618345
"women","100m breaststroke SCM",2022,1.5956598053295,1.60359204618345
"women","100m breaststroke SCM",2023,1.58202816010125,1.60359204618345
"women","100m breaststroke SCM",2024,1.60333493666827,1.60359204618345
"women","100m butterfly LCM",2000,1.76647235470765,1.81225081551287
"women","100m butterfly LCM",2001,1.71614896172988,1.81225081551287
"women","100m butterfly LCM",2002,1.74825174825175,1.81225081551287
"women","100m butterfly LCM",2003,1.72532781228433,1.81225081551287
"women","100m butterfly LCM",2004,1.74003828084218,1.81225081551287
"women","100m butterfly LCM",2005,1.74733531364669,1.81225081551287
"women","100m butterfly LCM",2006,1.74520069808028,1.81225081551287
"women","100m butterfly LCM",2007,1.74978127734033,1.81225081551287
"women","100m butterfly LCM",2008,1.76273576590869,1.81225081551287
"women","100m butterfly LCM",2009,1.78380306814128,1.81225081551287
"women","100m butterfly LCM",2010,1.74459176552687,1.81225081551287
"women","100m butterfly LCM",2011,1.77085177970604,1.81225081551287
"women","100m butterfly LCM",2012,1.78635226866738,1.81225081551287
"women","100m butterfly LCM",2013,1.76897222713603,1.81225081551287
"women","100m butterfly LCM",2014,1.76991150442478,1.81225081551287
"women","100m butterfly LCM",2015,1.79726815240834,1.81225081551287
"women","100m butterfly LCM",2016,1.80245133381399,1.81225081551287
"women","100m butterfly LCM",2017,1.80082838105529,1.81225081551287
"women","100m butterfly LCM",2018,1.78316690442225,1.81225081551287
"women","100m butterfly LCM",2019,1.79115171054988,1.81225081551287
"women","100m butterfly LCM",2020,1.79791441927364,1.81225081551287
"women","100m butterfly LCM",2021,1.79888469149128,1.81225081551287
"women","100m butterfly LCM",2022,1.79726815240834,1.81225081551287
"women","100m butterfly LCM",2023,1.79018976011457,1.81225081551287
"women","100m butterfly LCM",2024,1.81225081551287,1.81225081551287
"women","100m butterfly SCM",2000,1.76803394625177,1.89717321191425
"women","100m butterfly SCM",2001,1.74947515745276,1.89717321191425
"women","100m butterfly SCM",2002,1.7749378771743,1.89717321191425
"women","100m butterfly SCM",2003,1.7531556802244,1.89717321191425
"women","100m butterfly SCM",2004,1.75746924428822,1.89717321191425
"women","100m butterfly SCM",2005,1.75192711983182,1.89717321191425
"women","100m butterfly SCM",2006,1.78731009830206,1.89717321191425
"women","100m butterfly SCM",2007,1.77462289263531,1.89717321191425
"women","100m butterfly SCM",2008,1.7940437746681,1.89717321191425
"women","100m butterfly SCM",2009,1.81653042688465,1.89717321191425
"women","100m butterfly SCM",2010,1.80407721450478,1.89717321191425
"women","100m butterfly SCM",2011,1.79791441927364,1.89717321191425
"women","100m butterfly SCM",2012,1.78157847853198,1.89717321191425
"women","100m butterfly SCM",2013,1.80831826401447,1.89717321191425
"women","100m butterfly SCM",2014,1.83116645303058,1.89717321191425
"women","100m butterfly SCM",2015,1.81719062329638,1.89717321191425
"women","100m butterfly SCM",2016,1.81422351233672,1.89717321191425
"women","100m butterfly SCM",2017,1.81818181818182,1.89717321191425
"women","100m butterfly SCM",2018,1.82348650619985,1.89717321191425
"women","100m butterfly SCM",2019,1.806684733514,1.89717321191425
"women","100m butterfly SCM",2020,1.80766449746927,1.89717321191425
"women","100m butterfly SCM",2021,1.83183733284484,1.89717321191425
"women","100m butterfly SCM",2022,1.85013876040703,1.89717321191425
"women","100m butterfly SCM",2023,1.80603214737222,1.89717321191425
"women","100m butterfly SCM",2024,1.89717321191425,1.89717321191425
"women","100m freestyle LCM",2000,1.85977310768086,1.93386192225875
"women","100m freestyle LCM",2001,1.84569952011812,1.93386192225875
"women","100m freestyle LCM",2002,1.85219485089831,1.93386192225875
"women","100m freestyle LCM",2003,1.83924958616884,1.93386192225875
"women","100m freestyle LCM",2004,1.86846038863976,1.93386192225875
"women","100m freestyle LCM",2005,1.86150409530901,1.93386192225875
"women","100m freestyle LCM",2006,1.87617260787993,1.93386192225875
"women","100m freestyle LCM",2007,1.87265917602996,1.93386192225875
"women","100m freestyle LCM",2008,1.8910741301059,1.93386192225875
"women","100m freestyle LCM",2009,1.92049164586134,1.93386192225875
"women","100m freestyle LCM",2010,1.86636804777902,1.93386192225875
"women","100m freestyle LCM",2011,1.88501413760603,1.93386192225875
"women","100m freestyle LCM",2012,1.8957345971564,1.93386192225875
"women","100m freestyle LCM",2013,1.91094974202178,1.93386192225875
"women","100m freestyle LCM",2014,1.90041809198024,1.93386192225875
"women","100m freestyle LCM",2015,1.9040365575019,1.93386192225875
"women","100m freestyle LCM",2016,1.92086054552439,1.93386192225875
"women","100m freestyle LCM",2017,1.93386192225875,1.93386192225875
"women","100m freestyle LCM",2018,1.92196809532962,1.93386192225875
"women","100m freestyle LCM",2019,1.92159877017679,1.93386192225875
"women","100m freestyle LCM",2020,1.90621425848265,1.93386192225875
"women","100m freestyle LCM",2021,1.92455735180908,1.93386192225875
"women","100m freestyle LCM",2022,1.90512478567346,1.93386192225875
"women","100m freestyle LCM",2023,1.92233756247597,1.93386192225875
"women","100m freestyle LCM",2024,1.91717791411043,1.93386192225875
"women","100m freestyle SCM",2000,1.91681042744873,1.99004975124378
"women","100m freestyle SCM",2001,1.85942729639271,1.99004975124378
"women","100m freestyle SCM",2002,1.89071658158442,1.99004975124378
"women","100m freestyle SCM",2003,1.89969604863222,1.99004975124378
"women","100m freestyle SCM",2004,1.89861401177141,1.99004975124378
"women","100m freestyle SCM",2005,1.93423597678917,1.99004975124378
"women","100m freestyle SCM",2006,1.91094974202178,1.99004975124378
"women","100m freestyle SCM",2007,1.92641109612791,1.99004975124378
"women","100m freestyle SCM",2008,1.92641109612791,1.99004975124378
"women","100m freestyle SCM",2009,1.960399921584,1.99004975124378
"women","100m freestyle SCM",2010,1.94401244167963,1.99004975124378
"women","100m freestyle SCM",2011,1.92789666473877,1.99004975124378
"women","100m freestyle SCM",2012,1.91754554170662,1.99004975124378
"women","100m freestyle SCM",2013,1.95007800312012,1.99004975124378
"women","100m freestyle SCM",2014,1.9485580670304,1.99004975124378
"women","100m freestyle SCM",2015,1.96425063838146,1.99004975124378
"women","100m freestyle SCM",2016,1.9387359441644,1.99004975124378
"women","100m freestyle SCM",2017,1.99004975124378,1.99004975124378
"women","100m freestyle SCM",2018,1.960399921584,1.99004975124378
"women","100m freestyle SCM",2019,1.96001568012544,1.99004975124378
"women","100m freestyle SCM",2020,1.96309383588536,1.99004975124378
"women","100m freestyle SCM",2021,1.97706603400554,1.99004975124378
"women","100m freestyle SCM",2022,1.96966712625566,1.99004975124378
"women","100m freestyle SCM",2023,1.94250194250194,1.99004975124378
"women","100m freestyle SCM",2024,1.98767640628106,1.99004975124378
"women","100m medley SCM",2000,1.67476134650812,1.81455271275631
"women","100m medley SCM",2001,1.64149704530532,1.81455271275631
"women","100m medley SCM",2002,1.70068027210884,1.81455271275631
"women","100m medley SCM",2003,1.65371258475277,1.81455271275631
"women","100m medley SCM",2004,1.66638893517747,1.81455271275631
"women","100m medley SCM",2005,1.65016501650165,1.81455271275631
"women","100m medley SCM",2006,1.66223404255319,1.81455271275631
"women","100m medley SCM",2007,1.6914749661705,1.81455271275631
"women","100m medley SCM",2008,1.69290672083968,1.81455271275631
"women","100m medley SCM",2009,1.73190162798753,1.81455271275631
"women","100m medley SCM",2010,1.70502983802217,1.81455271275631
"women","100m medley SCM",2011,1.70270730461434,1.81455271275631
"women","100m medley SCM",2012,1.7096939647803,1.81455271275631
"women","100m medley SCM",2013,1.74064403829417,1.81455271275631
"women","100m medley SCM",2014,1.7636684303351,1.81455271275631
"women","100m medley SCM",2015,1.76460208223046,1.81455271275631
"women","100m medley SCM",2016,1.75070028011204,1.81455271275631
"women","100m medley SCM",2017,1.76959830118563,1.81455271275631
"women","100m medley SCM",2018,1.75284837861525,1.81455271275631
"women","100m medley SCM",2019,1.74337517433752,1.81455271275631
"women","100m medley SCM",2020,1.74520069808028,1.81455271275631
"women","100m medley SCM",2021,1.74034110685694,1.81455271275631
"women","100m medley SCM",2022,1.73822353554667,1.81455271275631
"women","100m medley SCM",2023,1.74003828084218,1.81455271275631
"women","100m medley SCM",2024,1.81455271275631,1.81455271275631
"women","1500m freestyle LCM",2000,1.5273082719016,1.629584564575
